JournalName,ImpactFactor2020,Source,Type,Title,Publisher,ISSN,DoIsbyYear,BackFileDoIs,CurrentDoIs,TotalDoIs,Subjects,ImpactFactor,Journals_Metadata_Paths
Anos 90,,SCI_Journals_2020,SCI,Anos 90,Universidade Federal do Rio Grande do Sul,"['1983-201X', '0104-236X']","[[2012, 56], [2013, 46], [2008, 46], [2018, 44], [2009, 40], [2017, 39], [2003, 30], [2014, 29], [2015, 28], [2000, 27], [2011, 22], [2007, 21], [1999, 21], [1998, 20], [2020, 19], [2016, 19], [1997, 17], [1995, 17], [2006, 16], [2019, 15], [2005, 15], [2004, 14], [2010, 12], [1994, 12], [1996, 10], [1993, 7]]",608.0,34.0,642.0,[],35.231,Journals_Metadata/Anos 90.json
Antarctic Record,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/Antarctic Record.json
Anthropological Notebooks,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/Anthropological Notebooks.json
Anthropological Review,,SCI_Journals_2020,SCI,Anthropological Review,JSTOR,['1368-0382'],"[[1863, 43], [1869, 41], [1866, 38], [1868, 37], [1865, 34], [1867, 33], [1864, 30], [1870, 18]]",274.0,0.0,274.0,[],35.231,Journals_Metadata/Anthropological Review.json
Anthropology in Action,,SCI_Journals_2020,SCI,Anthropology in Action,Berghahn Books,"['1752-2285', '0967-201X']","[[2020, 40], [2014, 29], [2005, 27], [2011, 26], [2016, 25], [2009, 25], [2015, 24], [2006, 23], [2013, 22], [2012, 22], [2008, 21], [2019, 20], [2018, 20], [2017, 20], [2010, 20], [2007, 20], [2021, 15]]",324.0,75.0,399.0,"[{'name': 'Anthropology', 'ASJC': 3314}]",35.231,Journals_Metadata/Anthropology in Action.json
Antibiotics,,SCI_Journals_2020,SCI,International Journal of Antibiotics,Hindawi Limited,"['2314-5773', '2356-6949']","[[2014, 4], [2015, 1], [2013, 1]]",6.0,0.0,6.0,[],35.231,Journals_Metadata/Antibiotics.json
Antibodies,,SCI_Journals_2020,SCI,Monoclonal Antibodies in Immunodiagnosis and Immunotherapy,Mary Ann Liebert,"['2167-9436', '2167-9436']","[[2013, 100], [2014, 97], [2015, 82], [2016, 67], [2017, 56], [2018, 50], [2019, 47], [2020, 46], [2021, 18]]",452.0,111.0,563.0,"[{'name': 'Immunology', 'ASJC': 2403}, {'name': 'Immunology and Allergy', 'ASJC': 2723}]",35.231,Journals_Metadata/Antibodies.json
Antimicrobial Resistance and Infection Control,,SCI_Journals_2020,SCI,Antimicrobial Resistance and Infection Control,Springer (Biomed Central Ltd.),"['2047-2994', '2047-2994']","[[2013, 531], [2015, 431], [2019, 208], [2020, 202], [2018, 159], [2017, 132], [2021, 62], [2016, 58], [2014, 40], [2012, 40]]",1391.0,472.0,1863.0,[],35.231,Journals_Metadata/Antimicrobial Resistance and Infection Control.json
Antioxidants,,SCI_Journals_2020,SCI,Oxidants and Antioxidants in Medical Science,ScopeMed,"['2146-8389', '2146-8389']","[[2013, 43], [2012, 33], [2014, 30], [2015, 19], [2016, 13], [2017, 12], [2018, 7], [2020, 1]]",157.0,1.0,158.0,[],35.231,Journals_Metadata/Antioxidants.json
Antipoda,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/Antipoda.json
Anuario Calderoniano,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/Anuario Calderoniano.json
Anuario Colombiano de Historia Social y de la Cultura,,SCI_Journals_2020,SCI,Anuario Colombiano de Historia Social y de la Cultura,Universidad Nacional de Colombia,"['2256-5647', '0120-2456']","[[2016, 67], [2020, 62], [2015, 41], [2018, 38], [2019, 34], [2014, 31], [2017, 20]]",197.0,96.0,293.0,"[{'name': 'History', 'ASJC': 1202}, {'name': 'Cultural Studies', 'ASJC': 3316}]",35.231,Journals_Metadata/Anuario Colombiano de Historia Social y de la Cultura.json
Anuario de Estudios Americanos,,SCI_Journals_2020,SCI,Anuario de Estudios Americanos,Editorial CSIC,"['1988-4273', '0210-5810']","[[1998, 32], [2008, 30], [2001, 30], [1996, 30], [1994, 30], [1999, 28], [1997, 28], [2000, 27], [1995, 27], [2018, 26], [2017, 26], [2010, 26], [2006, 26], [2005, 26], [2020, 25], [2019, 25], [2016, 25], [2009, 25], [2007, 25], [2002, 25], [2015, 24], [2014, 24], [2013, 24], [2012, 24], [2003, 24], [1993, 24], [2011, 23], [2004, 22], [1992, 22], [1990, 21], [1991, 18]]",742.0,50.0,792.0,"[{'name': 'Cultural Studies', 'ASJC': 3316}]",35.231,Journals_Metadata/Anuario de Estudios Americanos.json
Anuario de Estudios Medievales,,SCI_Journals_2020,SCI,Anuario de Estudios Medievales,Editorial CSIC,"['1988-4230', '0066-5061']","[[2020, 196], [1999, 55], [1998, 45], [1997, 33], [2012, 32], [2010, 32], [2008, 32], [2018, 29], [2011, 29], [2019, 28], [2017, 28], [2009, 28], [1996, 28], [2016, 27], [2015, 27], [2014, 27], [2013, 27], [2005, 27], [2007, 26], [2003, 24], [2002, 24], [2000, 24], [2001, 23], [2006, 22], [2004, 22], [1995, 2], [1994, 1], [1993, 1], [1992, 1], [1991, 1], [1990, 1]]",678.0,224.0,902.0,"[{'name': 'History', 'ASJC': 1202}]",35.231,Journals_Metadata/Anuario de Estudios Medievales.json
Anuario de Historia de la Iglesia,,SCI_Journals_2020,SCI,Anuario de Historia de la Iglesia,Universidad de Navarra,"['2174-0887', '1133-0104']","[[2019, 21], [2020, 17], [2018, 17], [2017, 14], [2016, 13], [2015, 9]]",53.0,38.0,91.0,"[{'name': 'History', 'ASJC': 1202}, {'name': 'Religious studies', 'ASJC': 1212}]",35.231,Journals_Metadata/Anuario de Historia de la Iglesia.json
Anuario de Psicologia Juridica,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/Anuario de Psicologia Juridica.json
Anuario do Instituto de Geociencias,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/Anuario do Instituto de Geociencias.json
Anuario Lope de Vega,,SCI_Journals_2020,SCI,Anuario Lope de Vega Texto literatura cultura,Universitat Autonoma de Barcelona,['2014-8860'],"[[2018, 47], [2017, 45], [2013, 38], [2020, 37], [2016, 34], [2021, 31], [2019, 28], [2015, 27], [2014, 20], [2012, 14]]",225.0,96.0,321.0,[],35.231,Journals_Metadata/Anuario Lope de Vega.json
Baghdad Science Journal,,SCI_Journals_2020,SCI,Baghdad Science Journal,College of Science for Women,"['2411-7986', '2078-8665']","[[2016, 312], [2014, 206], [2017, 204], [2020, 202], [2019, 187], [2011, 179], [2018, 168], [2010, 159], [2013, 131], [2021, 104], [2009, 103], [2012, 100], [2008, 100], [2015, 99], [2005, 98], [2007, 97], [2006, 95], [2004, 56]]",2107.0,493.0,2600.0,[],35.231,Journals_Metadata/Baghdad Science Journal.json
Bajo Palabra,,SCI_Journals_2020,SCI,Bajo Palabra,Servicio de Publicaciones de la Universidad Autonoma de Madrid,"['1576-3935', '1576-3935']","[[2019, 66], [2020, 64], [2017, 49], [2018, 34], [2016, 30], [2015, 28], [2014, 1]]",142.0,130.0,272.0,[],35.231,Journals_Metadata/Bajo Palabra.json
Bakhtiniana,,SCI_Journals_2020,SCI,Bakhtiniana Revista de Estudos do Discurso,SciELO,['2176-4573'],"[[2020, 47], [2019, 45], [2016, 41], [2015, 39], [2017, 37], [2014, 36], [2013, 33], [2012, 32], [2018, 31], [2011, 19], [2021, 10]]",268.0,102.0,370.0,[],35.231,Journals_Metadata/Bakhtiniana.json
Balkan Journal of Geometry and its Applications,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/Balkan Journal of Geometry and its Applications.json
Balkan Journal of Medical Genetics,,SCI_Journals_2020,SCI,Balkan Journal of Medical Genetics,De Gruyter Open Sp. z o.o. ,"['1311-0160', '1311-0160']","[[2012, 36], [2020, 30], [2019, 28], [2016, 28], [2018, 27], [2013, 27], [2017, 26], [2015, 21], [2014, 20], [2011, 20], [2010, 20], [2009, 20], [2008, 20], [2007, 20]]",285.0,58.0,343.0,"[{'name': 'Genetics', 'ASJC': 1311}, {'name': 'Genetics(clinical)', 'ASJC': 2716}]",35.231,Journals_Metadata/Balkan Journal of Medical Genetics.json
Balkan Medical Journal,,SCI_Journals_2020,SCI,Balkan Medical Journal,AVES Publishing Co.,"['2146-3131', '2146-3123']","[[2016, 154], [2018, 121], [2017, 113], [2015, 112], [2020, 111], [2019, 110], [2013, 103], [2012, 102], [2014, 73], [2021, 26], [2011, 8]]",786.0,247.0,1033.0,"[{'name': 'General Medicine', 'ASJC': 2700}]",35.231,Journals_Metadata/Balkan Medical Journal.json
Baltic Forestry,,SCI_Journals_2020,SCI,BALTIC FORESTRY,Baltic Forestry,"['2029-9230', '1392-1355']","[[2020, 38], [2019, 34], [2021, 12]]",0.0,84.0,84.0,"[{'name': 'Forestry', 'ASJC': 1107}]",35.231,Journals_Metadata/Baltic Forestry.json
Baltic Journal of Art History,,SCI_Journals_2020,SCI,Baltic Journal of Art History,University of Tartu,"['2346-5581', '1736-8812']","[[2017, 20], [2015, 19], [2013, 19], [2016, 18], [2020, 17], [2018, 17], [2014, 14], [2019, 9]]",107.0,26.0,133.0,[],35.231,Journals_Metadata/Baltic Journal of Art History.json
Baltic Journal of Economics,,SCI_Journals_2020,SCI,Baltic Journal of Real Estate Economics and Construction Management,De Gruyter Open Sp. z o.o. ,"['2255-9671', '2255-9604']","[[2017, 22], [2019, 20], [2018, 20], [2015, 20], [2020, 18], [2016, 13], [2021, 3]]",75.0,41.0,116.0,[],35.231,Journals_Metadata/Baltic Journal of Economics.json
Baltic Journal of European Studies,,SCI_Journals_2020,SCI,Baltic Journal of European Studies,De Gruyter Open Sp. z o.o. ,"['2228-0596', '2228-0588']","[[2019, 45], [2013, 27], [2018, 21], [2014, 21], [2017, 19], [2015, 19], [2016, 17], [2012, 8]]",132.0,45.0,177.0,[],35.231,Journals_Metadata/Baltic Journal of European Studies.json
Baltic Journal of Law and Politics,,SCI_Journals_2020,SCI,Baltic Journal of Law & Politics,De Gruyter Open Sp. z o.o. ,"['2029-0454', '2029-0454']","[[2017, 18], [2019, 17], [2016, 17], [2014, 17], [2011, 17], [2015, 16], [2009, 16], [2020, 15], [2018, 15], [2013, 15], [2012, 15], [2010, 15], [2008, 7]]",168.0,32.0,200.0,"[{'name': 'Law', 'ASJC': 3308}, {'name': 'Sociology and Political Science', 'ASJC': 3312}]",35.231,Journals_Metadata/Baltic Journal of Law and Politics.json
Baltic Journal of Road and Bridge Engineering,,SCI_Journals_2020,SCI,The Baltic Journal of Road and Bridge Engineering,Riga Technical University,"['1822-4288', '1822-427X']","[[2020, 52], [2015, 46], [2014, 40], [2012, 40], [2018, 37], [2013, 37], [2016, 36], [2011, 36], [2017, 34], [2010, 33], [2008, 30], [2019, 29], [2009, 27], [2021, 8]]",396.0,89.0,485.0,"[{'name': 'Civil and Structural Engineering', 'ASJC': 2205}, {'name': 'Building and Construction', 'ASJC': 2215}]",35.231,Journals_Metadata/Baltic Journal of Road and Bridge Engineering.json
Baltic Region,,SCI_Journals_2020,SCI,Baltic Region,Immanuel Kant Baltic Federal University,"['2310-0524', '2079-8555']","[[2011, 64], [2012, 56], [2010, 55], [2013, 47], [2015, 46], [2014, 46], [2020, 42], [2016, 39], [2018, 37], [2017, 35], [2019, 28], [2009, 26]]",451.0,70.0,521.0,[],35.231,Journals_Metadata/Baltic Region.json
Baltica,,SCI_Journals_2020,SCI,Acta Baltica Historiae et Philosophiae Scientiarum,Department of International Relations,"['2228-2017', '2228-2009']","[[2019, 30], [2018, 25], [2014, 23], [2020, 22], [2015, 22], [2013, 22], [2016, 17], [2017, 16]]",125.0,52.0,177.0,[],35.231,Journals_Metadata/Baltica.json
Bangladesh Journal of Botany,,SCI_Journals_2020,SCI,Bangladesh Journal of Botany,Bangladesh Journals Online,"['2079-9926', '0253-5416']","[[1970, 169], [2018, 123], [2020, 121], [2019, 114], [2015, 67], [2014, 44], [2013, 38], [2021, 25], [2012, 18], [2011, 3], [2010, 2]]",464.0,260.0,724.0,"[{'name': 'Plant Science', 'ASJC': 1110}]",35.231,Journals_Metadata/Bangladesh Journal of Botany.json
Bangladesh Journal of Medical Science,,SCI_Journals_2020,SCI,Bangladesh Journal of Medical Science,Bangladesh Journals Online,"['2076-0299', '2223-4721']","[[2018, 143], [1970, 141], [2019, 139], [2016, 131], [2013, 116], [2021, 111], [2020, 111], [2017, 111], [2014, 101], [2015, 80], [2012, 59], [2010, 8], [2011, 1], [2009, 1]]",892.0,361.0,1253.0,"[{'name': 'General Medicine', 'ASJC': 2700}, {'name': 'General Medicine', 'ASJC': 2700}]",35.231,Journals_Metadata/Bangladesh Journal of Medical Science.json
Bangladesh Journal of Pharmacology,,SCI_Journals_2020,SCI,Bangladesh Journal of Physiology and Pharmacology,Bangladesh Journals Online,"['2408-8439', '1561-1566']","[[2014, 30], [1970, 27], [2015, 8]]",65.0,0.0,65.0,[],35.231,Journals_Metadata/Bangladesh Journal of Pharmacology.json
Bangladesh Medical Research Council Bulletin,,SCI_Journals_2020,SCI,Bangladesh Medical Research Council Bulletin,Bangladesh Journals Online,"['2224-7238', '0377-9238']","[[1970, 69], [2019, 48], [2018, 43], [2014, 29], [2020, 27], [2009, 25], [2017, 24], [2016, 24], [2013, 20], [2010, 20], [2012, 18], [2015, 16], [2008, 8], [2011, 4]]",300.0,75.0,375.0,"[{'name': 'General Medicine', 'ASJC': 2700}]",35.231,Journals_Metadata/Bangladesh Medical Research Council Bulletin.json
Banks and Bank Systems,,SCI_Journals_2020,SCI,Banks and Bank Systems,LLC CPC Business Perspectives,"['1991-7074', '1816-7403']","[[2017, 84], [2020, 77], [2019, 72], [2018, 66], [2016, 55], [2021, 22], [2012, 4], [2015, 2], [2014, 2], [2013, 2], [2011, 2], [2008, 2]]",219.0,171.0,390.0,"[{'name': 'Finance', 'ASJC': 2003}]",35.231,Journals_Metadata/Banks and Bank Systems.json
BAR – Brazilian Administration Review,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/BAR – Brazilian Administration Review.json
Barnboken,,SCI_Journals_2020,SCI,Barnboken,The Swedish Institute fo Children's Books,"['0347-772X', '0347-772X']","[[2018, 41], [2019, 36], [2020, 34], [2011, 30], [2016, 29], [2015, 27], [2014, 26], [2017, 24], [2013, 24], [2005, 20], [2012, 18], [2006, 14], [2009, 12], [2007, 12], [2010, 11], [2008, 11]]",299.0,70.0,369.0,[],35.231,Journals_Metadata/Barnboken.json
Basic and Clinical Andrology,,SCI_Journals_2020,SCI,Basic and Clinical Andrology,Springer (Biomed Central Ltd.),"['2051-4190', '2051-4190']","[[2010, 52], [2012, 46], [2011, 40], [2009, 33], [2017, 21], [2020, 20], [2019, 18], [2014, 16], [2018, 15], [2013, 14], [2016, 11], [2015, 7], [2021, 6]]",255.0,44.0,299.0,"[{'name': 'Reproductive Medicine', 'ASJC': 2743}, {'name': 'Urology', 'ASJC': 2748}]",35.231,Journals_Metadata/Basic and Clinical Andrology.json
Basic and Clinical Neuroscience,,SCI_Journals_2020,SCI,Basic and Clinical Neuroscience Journal,Negah Scientific Publisher,"['2228-7442', '2008-126X']","[[2018, 80], [2020, 73], [2021, 55], [2017, 53], [2019, 45], [2016, 33]]",166.0,173.0,339.0,"[{'name': 'Clinical Neurology', 'ASJC': 2728}, {'name': 'Cellular and Molecular Neuroscience', 'ASJC': 2804}]",35.231,Journals_Metadata/Basic and Clinical Neuroscience.json
Batteries,,SCI_Journals_2020,SCI,Batteries,MDPI AG,['2313-0105'],"[[2019, 76], [2018, 71], [2020, 62], [2017, 42], [2016, 37], [2021, 29], [2015, 7]]",157.0,167.0,324.0,[],35.231,Journals_Metadata/Batteries.json
BBA Clinical,,SCI_Journals_2020,SCI,BBA Clinical,Elsevier ,['2214-6474'],"[[2015, 104], [2016, 48], [2017, 31], [2014, 24]]",207.0,0.0,207.0,"[{'name': 'Molecular Medicine', 'ASJC': 1313}, {'name': 'Pathology and Forensic Medicine', 'ASJC': 2734}, {'name': 'Physiology (medical)', 'ASJC': 2737}]",35.231,Journals_Metadata/BBA Clinical.json
BDJ Open,,SCI_Journals_2020,SCI,BDJ Open,Springer Science and Business Media LLC,['2056-807X'],"[[2020, 27], [2017, 23], [2019, 18], [2018, 17], [2021, 15], [2016, 11], [2015, 5]]",56.0,60.0,116.0,[],35.231,Journals_Metadata/BDJ Open.json
Behavioral and Brain Functions,,SCI_Journals_2020,SCI,Behavioral and Brain Functions,Springer (Biomed Central Ltd.),"['1744-9081', '1744-9081']","[[2010, 77], [2007, 66], [2012, 63], [2008, 57], [2011, 51], [2009, 51], [2013, 48], [2014, 45], [2006, 43], [2015, 42], [2016, 31], [2005, 25], [2018, 19], [2017, 14], [2019, 11], [2020, 10], [2021, 3]]",632.0,24.0,656.0,"[{'name': 'General Medicine', 'ASJC': 2700}, {'name': 'Behavioral Neuroscience', 'ASJC': 2802}, {'name': 'Biological Psychiatry', 'ASJC': 2803}, {'name': 'Cognitive Neuroscience', 'ASJC': 2805}]",35.231,Journals_Metadata/Behavioral and Brain Functions.json
Behavioral Sciences,,SCI_Journals_2020,SCI,International Journal of Psychology and Behavioral Sciences,Scientific and Academic Publishing,['2163-1948'],"[[2012, 53], [2017, 1], [2014, 1]]",55.0,0.0,55.0,[],35.231,Journals_Metadata/Behavioral Sciences.json
Behavioural Neurology,,SCI_Journals_2020,SCI,Behavioural Neurology,Hindawi Limited,"['1875-8584', '0953-4180']","[[2015, 104], [2013, 87], [2018, 72], [2014, 65], [2010, 59], [2019, 58], [2020, 54], [2008, 45], [2017, 44], [1993, 40], [1992, 38], [2016, 37], [2011, 36], [2012, 35], [2007, 31], [1994, 28], [1991, 28], [2000, 25], [1997, 24], [2006, 23], [1990, 23], [2005, 22], [2009, 21], [1999, 21], [1996, 19], [1995, 18], [2021, 17], [1998, 16], [2002, 14], [2003, 13], [1989, 13], [2004, 12], [1988, 8]]",1021.0,129.0,1150.0,"[{'name': 'General Medicine', 'ASJC': 2700}, {'name': 'Clinical Neurology', 'ASJC': 2728}, {'name': 'Neurology', 'ASJC': 2808}, {'name': 'Neuropsychology and Physiological Psychology', 'ASJC': 3206}]",35.231,Journals_Metadata/Behavioural Neurology.json
Beilstein Journal of Nanotechnology,,SCI_Journals_2020,SCI,Beilstein Journal of Nanotechnology,Beilstein-Institut,"['2190-4286', '2190-4286']","[[2018, 286], [2017, 280], [2015, 260], [2014, 259], [2019, 250], [2016, 201], [2020, 170], [2013, 110], [2012, 101], [2011, 95], [2021, 37], [2010, 22]]",1614.0,457.0,2071.0,"[{'name': 'Electrical and Electronic Engineering', 'ASJC': 2208}, {'name': 'General Materials Science', 'ASJC': 2500}, {'name': 'General Physics and Astronomy', 'ASJC': 3100}]",35.231,Journals_Metadata/Beilstein Journal of Nanotechnology.json
Beilstein Journal of Organic Chemistry,,SCI_Journals_2020,SCI,Beilstein Journal of Organic Chemistry,Beilstein-Institut,"['1860-5397', '1860-5397']","[[2014, 332], [2013, 331], [2015, 300], [2019, 296], [2018, 292], [2016, 290], [2017, 286], [2020, 260], [2012, 251], [2011, 205], [2010, 141], [2021, 88], [2009, 83], [2008, 53], [2007, 50], [2006, 26], [2005, 18]]",2658.0,644.0,3302.0,"[{'name': 'Organic Chemistry', 'ASJC': 1605}]",35.231,Journals_Metadata/Beilstein Journal of Organic Chemistry.json
BELGEO,,SCI_Journals_2020,SCI,Belgeo,OpenEdition,"['2294-9135', '2294-9135']","[[2005, 61], [2004, 54], [2018, 53], [2014, 48], [2019, 46], [2013, 45], [2020, 44], [2008, 39], [2003, 38], [2012, 36], [2017, 35], [2006, 35], [2016, 33], [2015, 33], [2010, 33], [2007, 32], [2009, 30], [2002, 28], [2001, 24], [2000, 19], [2011, 18], [2021, 9]]",694.0,99.0,793.0,[],35.231,Journals_Metadata/BELGEO.json
Bellaterra Journal of Teaching and Learning Language and Literature,,SCI_Journals_2020,SCI,Bellaterra Journal of Teaching & Learning Language & Literature,Universitat Autonoma de Barcelona,['2013-6196'],"[[2016, 30], [2018, 29], [2014, 29], [2012, 29], [2019, 28], [2017, 28], [2015, 28], [2013, 28], [2011, 28], [2010, 24], [2020, 23], [2021, 13]]",253.0,64.0,317.0,[],35.231,Journals_Metadata/Bellaterra Journal of Teaching and Learning Language and Literature.json
Biblica,,SCI_Journals_2020,SCI,Biblica et Patristica Thoruniensia,Uniwersytet Mikolaja Kopernika/Nicolaus Copernicus University,"['2450-7059', '1689-5150']","[[2014, 61], [2017, 41], [2016, 37], [2018, 34], [2019, 26], [2015, 25], [2020, 18], [2011, 17], [2012, 11], [2021, 5], [2013, 1], [2010, 1]]",228.0,49.0,277.0,[],35.231,Journals_Metadata/Biblica.json
Biblica et Patristica Thoruniensia,,SCI_Journals_2020,SCI,Biblica et Patristica Thoruniensia,Uniwersytet Mikolaja Kopernika/Nicolaus Copernicus University,"['2450-7059', '1689-5150']","[[2014, 61], [2017, 41], [2016, 37], [2018, 34], [2019, 26], [2015, 25], [2020, 18], [2011, 17], [2012, 11], [2021, 5], [2013, 1], [2010, 1]]",228.0,49.0,277.0,[],35.231,Journals_Metadata/Biblica et Patristica Thoruniensia.json
Biblical Annals,,SCI_Journals_2020,SCI,The Biblical Annals,Katolicki Uniwersytet Lubelski Jana Pawla II,"['2451-2168', '2083-2222']","[[2019, 56], [2018, 43], [2020, 31]]",43.0,87.0,130.0,[],35.231,Journals_Metadata/Biblical Annals.json
Biblios,,SCI_Journals_2020,SCI,Biblios Journal of Librarianship and Information Science,"""University Library System, University of Pittsburgh""",['1562-4730'],"[[2015, 55], [2018, 33], [2016, 30], [2012, 29], [2013, 28], [2017, 19], [2019, 18], [2011, 15], [2020, 10]]",209.0,28.0,237.0,"[{'name': 'Library and Information Sciences', 'ASJC': 3309}]",35.231,Journals_Metadata/Biblios.json
Bibliothecae.it,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/Bibliothecae.it.json
BiD,,SCI_Journals_2020,SCI,BiD textos universitaris de biblioteconomia i documentaci�,Edicions de la Universitat de Barcelona,"['1575-5886', '1575-5886']","[[2014, 77], [2015, 56], [2018, 49], [2019, 48], [2016, 47], [2017, 43], [2020, 39]]",272.0,87.0,359.0,"[{'name': 'Library and Information Sciences', 'ASJC': 3309}]",35.231,Journals_Metadata/BiD.json
Biharean Biologist,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/Biharean Biologist.json
Bijdragen en Mededelingen Betreffende de Geschiedenis der Nederlanden,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/Bijdragen en Mededelingen Betreffende de Geschiedenis der Nederlanden.json
"Bijdragen tot de Taal-, Land- en Volkenkunde",,SCI_Journals_2020,SCI,Bijdragen tot de taal- land- en volkenkunde / Journal of the Humanities and Social Sciences of Southeast Asia,Brill,"['2213-4379', '0006-2294']","[[1931, 191], [2018, 72], [2016, 68], [2019, 62], [2015, 62], [2020, 61], [2013, 61], [2014, 59], [2008, 55], [2017, 52], [1856, 49], [1908, 46], [1913, 44], [1889, 43], [1866, 43], [1994, 42], [1989, 42], [1885, 42], [1864, 42], [1997, 41], [1995, 38], [1993, 38], [1877, 38], [1948, 37], [1920, 37], [1881, 37], [2001, 36], [1988, 36], [1886, 36], [1916, 35], [1896, 35], [1882, 35], [2000, 34], [1970, 34], [1884, 34], [1873, 34], [1987, 33], [1961, 33], [1949, 33], [1862, 33], [2011, 32], [2002, 32], [1992, 32], [1991, 32], [1985, 32], [1879, 32], [1878, 32], [1872, 32], [1871, 32], [1996, 31], [1972, 31], [1969, 31], [1966, 31], [1957, 31], [1863, 31], [2009, 30], [1979, 30], [1963, 30], [1955, 30], [1938, 30], [1976, 29], [1967, 29], [1964, 29], [1894, 29], [1867, 29], [1990, 28], [1986, 28], [1983, 28], [1982, 28], [1980, 28], [1975, 28], [1971, 28], [1960, 28], [1956, 28], [1953, 28], [1901, 28], [1868, 28], [1859, 28], [1855, 28], [1984, 27], [1977, 27], [1968, 27], [1954, 27], [1952, 27], [1905, 27], [1904, 27], [2012, 26], [1998, 26], [1981, 26], [1974, 26], [1958, 26], [1869, 26], [1999, 25], [1978, 25], [1973, 25], [1965, 25], [1910, 25], [1899, 25], [1893, 25], [1880, 25], [1870, 25], [1951, 24], [1939, 23], [1935, 23], [1932, 23], [1914, 23], [1890, 23], [1959, 22], [1941, 22], [1906, 22], [1903, 22], [1892, 22], [1876, 22], [1854, 22], [1962, 21], [1942, 21], [1940, 21], [1918, 21], [1917, 21], [1912, 21], [2010, 20], [1933, 20], [2021, 19], [2004, 19], [2003, 19], [1919, 19], [1895, 19], [1887, 19], [1874, 19], [1853, 19], [1943, 18], [1925, 18], [1909, 18], [1902, 18], [1897, 18], [1860, 18], [1930, 17], [1923, 17], [1898, 17], [1926, 16], [1915, 16], [1911, 16], [1900, 16], [1888, 16], [1924, 15], [1891, 15], [1927, 14], [1922, 14], [1907, 14], [1928, 13], [1875, 13], [1950, 12], [1946, 12], [1883, 12], [1936, 11], [1929, 11], [1921, 10], [1934, 7], [2005, 6], [1937, 6]]",4507.0,142.0,4649.0,"[{'name': 'Language and Linguistics', 'ASJC': 1203}, {'name': 'Social Sciences (miscellaneous)', 'ASJC': 3301}, {'name': 'Linguistics and Language', 'ASJC': 3310}, {'name': 'Anthropology', 'ASJC': 3314}, {'name': 'Cultural Studies', 'ASJC': 3316}, {'name': 'Language and Linguistics', 'ASJC': 1203}, {'name': 'Social Sciences (miscellaneous)', 'ASJC': 3301}, {'name': 'Linguistics and Language', 'ASJC': 3310}, {'name': 'Anthropology', 'ASJC': 3314}, {'name': 'Cultural Studies', 'ASJC': 3316}, {'name': 'Language and Linguistics', 'ASJC': 1203}, {'name': 'Social Sciences (miscellaneous)', 'ASJC': 3301}, {'name': 'Linguistics and Language', 'ASJC': 3310}, {'name': 'Anthropology', 'ASJC': 3314}, {'name': 'Cultural Studies', 'ASJC': 3316}]",35.231,"Journals_Metadata/Bijdragen tot de Taal-, Land- en Volkenkunde.json"
Bilgi Dunyasi,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/Bilgi Dunyasi.json
Bio-based and Applied Economics,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/Bio-based and Applied Economics.json
Bioactive Materials,,SCI_Journals_2020,SCI,Bioactive Materials,Elsevier ,['2452-199X'],"[[2021, 336], [2020, 104], [2018, 47], [2019, 40], [2017, 34], [2016, 16]]",97.0,480.0,577.0,[],35.231,Journals_Metadata/Bioactive Materials.json
Bioagro,,SCI_Journals_2020,SCI,Bioagro,"""Bioagro, Universidad Centroccidental Lisandro Alvarado""","['2521-9693', '1316-3361']","[[2021, 9], [2020, 8], [2019, 1]]",0.0,18.0,18.0,"[{'name': 'General Agricultural and Biological Sciences', 'ASJC': 1100}]",35.231,Journals_Metadata/Bioagro.json
Bioarchaeology of the Near East,,SCI_Journals_2020,SCI,,,,,,,,,35.231,Journals_Metadata/Bioarchaeology of the Near East.json
Biocell,,SCI_Journals_2020,SCI,BIOCELL,"""Computers, Materials and Continua (Tech Science Press)""",['1667-5746'],"[[2021, 99], [2020, 80], [2019, 30], [2018, 27], [2006, 27], [2005, 24], [2009, 22], [2008, 21], [2007, 21], [2003, 21], [2002, 20], [2004, 18], [2012, 16], [2016, 14], [2013, 12], [2010, 12], [2017, 11], [2011, 11], [2015, 6], [2014, 6]]",289.0,209.0,498.0,[],35.231,Journals_Metadata/Biocell.json
